slug,view_count,event,filmed
liz_diller_a_giant_bubble_for_debate,666427,TED2012,2012-03-01
liz_diller_plays_with_architecture,611658,EG 2007,2007-12-12
liz_hajek_what_rivers_can_tell_us_about_the_earth_s_history,1242206,TEDxPSU,2014-03-02
liza_donnelly_drawing_upon_humor_for_change,1320117,TEDWomen 2010,2010-12-07
lloyd_pendleton_the_housing_first_approach_to_homelessness,757570,TEDMED 2016,2016-11-30
lord_nicholas_stern_the_state_of_the_climate_and_what_we_might_do_about_it,784581,TED@Unilever,2014-09-17
loretta_napoleoni_the_intricate_economics_of_terrorism,653745,TEDGlobal 2009,2009-07-15
lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd,1487265,TEDxCMU,2014-03-31
louie_schwartzberg_hidden_miracles_of_the_natural_world,7284396,TED2014,2014-03-19
louie_schwartzberg_nature_beauty_gratitude,3746606,TEDxSF,2011-06-11
louie_schwartzberg_the_hidden_beauty_of_pollination,1919689,TED2011,2011-03-02
louise_fresco_on_feeding_the_whole_world,940788,TED2009,2009-02-05
louise_leakey_digs_for_humanity_s_origins,676032,TED2008,2008-02-02
luca_turin_on_the_science_of_scent,505698,TED2005,2005-02-02
lucianne_walkowicz_finding_planets_around_other_stars,1090707,TEDGlobal 2011,2011-07-11
lucianne_walkowicz_let_s_not_use_mars_as_a_backup_planet,2050925,TED2015,2015-03-16
lucianne_walkowicz_look_up_for_a_change,179288,TEDxPhoenix,2011-11-11
lucien_engelen_crowdsource_your_health,292861,TEDxMaastricht,2011-04-04
lucy_kalanithi_what_makes_life_worth_living_in_the_face_of_death,1739526,TEDMED 2016,2016-11-30
lucy_mcrae_how_can_technology_transform_the_human_body,1583018,TED2012,2012-02-27
ludwick_marishane_a_bath_without_water,1610681,TED@Johannesburg,2012-05-03
luis_von_ahn_massive_scale_online_collaboration,1506387,TEDxCMU,2011-04-03
luke_syson_how_i_learned_to_stop_worrying_and_love_useless_art,1162891,TEDxMet,2013-10-16
luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them,1505958,TED2017,2017-04-24
luvvie_ajayi_get_comfortable_with_being_uncomfortable,1361334,TEDWomen 2017,2017-11-01
lux_narayan_what_i_learned_from_2_000_obituaries,1472408,TEDNYC,2017-01-26
lz_granderson_the_myth_of_the_gay_agenda,1493506,TEDxGrandRapids,2012-05-09
maajid_nawaz_a_global_culture_to_fight_extremism,718787,TEDGlobal 2011,2011-07-12
mac_barnett_why_a_good_book_is_a_secret_door,1665070,TEDxSonomaCounty,2014-06-14
mac_stone_stunning_photos_of_the_endangered_everglades,1173033,TEDxUF,2015-03-21
madeleine_albright_on_being_a_woman_and_a_diplomat,742096,TEDWomen 2010,2010-12-08
mae_jemison_on_teaching_arts_and_sciences_together,768840,TED2002,2002-02-02
magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement,1291505,TEDYouth 2015,2015-11-14
magnus_larsson_turning_dunes_into_architecture,674988,TEDGlobal 2009,2009-07-24
maira_kalman_the_illustrated_woman,686176,TED2007,2007-03-03
majora_carter_3_stories_of_local_ecoactivism,795906,TEDxMidwest,2010-09-10
majora_carter_s_tale_of_urban_renewal,1825238,TED2006,2006-02-26
malcolm_gladwell,1094647,TEDGlobal 2011,2011-07-14
malcolm_gladwell_on_spaghetti_sauce,7171549,TED2004,2004-02-26
malcolm_gladwell_the_unheard_story_of_david_and_goliath,3853504,TEDSalon NY2013,2013-09-19
malcolm_london_high_school_training_ground,1228917,TED Talks Education,2013-05-07
malcolm_mclaren_authentic_creativity_vs_karaoke_culture,252358,Handheld Learning,2009-10-06
mallika_sarabhai,490867,TEDIndia 2009,2009-11-04
mallory_soldner_your_company_s_data_could_end_world_hunger,986348,TED@UPS,2016-09-15
malte_spitz_your_phone_company_is_watching,1634651,TEDGlobal 2012,2012-06-27
