slug,view_count,event,filmed
lucy_mcrae_how_can_technology_transform_the_human_body,1583018,TED2012,2012-02-27
ludwick_marishane_a_bath_without_water,1610681,TED@Johannesburg,2012-05-03
luis_von_ahn_massive_scale_online_collaboration,1506387,TEDxCMU,2011-04-03
luke_syson_how_i_learned_to_stop_worrying_and_love_useless_art,1162891,TEDxMet,2013-10-16
luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them,1505958,TED2017,2017-04-24
luvvie_ajayi_get_comfortable_with_being_uncomfortable,1361334,TEDWomen 2017,2017-11-01
lux_narayan_what_i_learned_from_2_000_obituaries,1472408,TEDNYC,2017-01-26
lz_granderson_the_myth_of_the_gay_agenda,1493506,TEDxGrandRapids,2012-05-09
maajid_nawaz_a_global_culture_to_fight_extremism,718787,TEDGlobal 2011,2011-07-12
mac_barnett_why_a_good_book_is_a_secret_door,1665070,TEDxSonomaCounty,2014-06-14
mac_stone_stunning_photos_of_the_endangered_everglades,1173033,TEDxUF,2015-03-21
madeleine_albright_on_being_a_woman_and_a_diplomat,742096,TEDWomen 2010,2010-12-08
mae_jemison_on_teaching_arts_and_sciences_together,768840,TED2002,2002-02-02
magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement,1291505,TEDYouth 2015,2015-11-14
magnus_larsson_turning_dunes_into_architecture,674988,TEDGlobal 2009,2009-07-24
maira_kalman_the_illustrated_woman,686176,TED2007,2007-03-03
majora_carter_3_stories_of_local_ecoactivism,795906,TEDxMidwest,2010-09-10
majora_carter_s_tale_of_urban_renewal,1825238,TED2006,2006-02-26
malcolm_gladwell,1094647,TEDGlobal 2011,2011-07-14
malcolm_gladwell_on_spaghetti_sauce,7171549,TED2004,2004-02-26
malcolm_gladwell_the_unheard_story_of_david_and_goliath,3853504,TEDSalon NY2013,2013-09-19
malcolm_london_high_school_training_ground,1228917,TED Talks Education,2013-05-07
malcolm_mclaren_authentic_creativity_vs_karaoke_culture,252358,Handheld Learning,2009-10-06
mallika_sarabhai,490867,TEDIndia 2009,2009-11-04
mallory_soldner_your_company_s_data_could_end_world_hunger,986348,TED@UPS,2016-09-15
malte_spitz_your_phone_company_is_watching,1634651,TEDGlobal 2012,2012-06-27
mandy_len_catron_a_better_way_to_talk_about_love,1923636,TEDxSFU,2015-11-15
mandy_len_catron_falling_in_love_is_the_easy_part,3230896,TEDxChapmanU,2015-08-20
manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas,1566809,TED2017,2017-04-24
manu_prakash_a_50_cent_microscope_that_folds_like_origami,1848248,TEDGlobal 2012,2012-06-26
manu_prakash_lifesaving_scientific_tools_made_of_paper,1226258,TED2017,2017-04-24
manuel_lima_a_visual_history_of_human_knowledge,1738467,TED2015,2015-03-13
manwar_ali_inside_the_mind_of_a_former_radical_jihadist,1877008,TEDxExeter,2016-04-15
marc_abrahams_a_science_award_that_makes_you_laugh_then_think,1454004,TEDMED 2014,2014-09-12
marc_goodman_a_vision_of_crimes_in_the_future,1242970,TEDGlobal 2012,2012-06-28
marc_koska_the_devastating_toll_of_syringe_reuse,634867,TEDGlobal 2009,2009-07-24
marc_kushner_why_the_buildings_of_the_future_will_be_shaped_by_you,2921947,TED2014,2014-03-10
marc_pachter_the_art_of_the_interview,744555,EG 2008,2008-01-09
marc_raibert_meet_spot_the_robot_dog_that_can_run_hop_and_open_doors,2195045,TED2017,2017-04-24
marcel_dicke_why_not_eat_insects,1415033,TEDGlobal 2010,2010-07-14
marcin_jakubowski,1506506,TED2011,2011-03-01
marco_annunziata_welcome_to_the_age_of_the_industrial_internet,1443410,TED@BCG San Francisco,2013-10-30
marco_tempest_a_cyber_magic_card_trick_like_no_other,1981665,TEDGlobal 2012,2012-06-28
marco_tempest_a_magical_tale_with_augmented_reality,1403513,TED2012,2012-03-01
marco_tempest_maybe_the_best_robot_demo_ever,2003269,TED2014,2014-03-20
marco_tempest_the_augmented_reality_of_techno_magic,1054676,TEDGlobal 2011,2011-07-13
marco_tempest_the_electric_rise_and_fall_of_nikola_tesla,1735638,TED2012,2012-03-01
marco_tempest_the_magic_of_truth_and_lies_on_ipods,5477824,TEDGlobal 2011,2011-07-14
marcus_byrne_the_dance_of_the_dung_beetle,1018203,TEDxWitsUniversity,2012-08-23
marcus_du_sautoy_symmetry_reality_s_riddle,1026685,TEDGlobal 2009,2009-07-24
margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over,908207,TEDxBeaconStreet,2015-11-14
margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too,1596897,TED2014,2014-03-19
margaret_heffernan_dare_to_disagree,3283613,TEDGlobal 2012,2012-06-29
margaret_heffernan_the_dangers_of_willful_blindness,1574568,TEDxDanubia,2013-03-22
margaret_heffernan_why_it_s_time_to_forget_the_pecking_order_at_work,2498872,TEDWomen 2015,2015-05-28
margaret_stewart_how_youtube_thinks_about_copyright,790679,TED2010,2010-02-10
margaret_wertheim_crochets_the_coral_reef,1307298,TED2009,2009-02-06
margrethe_vestager_the_new_age_of_corporate_monopolies,1124870,TEDGlobal>NYC,2017-09-20
maria_bezaitis_the_surprising_need_for_strangeness,1123774,TED@Intel,2013-04-07
marian_bantjes_intricate_beauty_by_design,639370,TED2010,2010-02-12
mariana_mazzucato_government_investor_risk_taker_innovator,833684,TEDGlobal 2013,2013-06-26
mariano_sigman_and_dan_ariely_how_can_groups_make_good_decisions,986996,TED Studio,2017-04-24
mariano_sigman_your_words_may_predict_your_future_mental_health,2390676,TED2016,2016-02-18
marina_abramovic_an_art_made_of_trust_vulnerability_and_connection,1721489,TED2015,2015-03-16
marisa_fick_jordan_shares_the_wonder_of_zulu_wire_art,300707,TEDGlobal 2007,2007-06-06
mark_applebaum_the_mad_scientist_of_music,4008923,TEDxStanford,2012-05-19
mark_bezos_a_life_lesson_from_a_volunteer_firefighter,2306178,TED2011,2011-03-02
mark_bittman_on_what_s_wrong_with_what_we_eat,3953737,EG 2007,2007-12-12
mark_forsyth_what_s_a_snollygoster_a_short_lesson_in_political_speak,587464,TEDxHousesOfParliament,2012-06-22
mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper,1018219,TEDGlobal 2013,2013-06-19
mark_pagel_how_language_transformed_humanity,1457774,TEDGlobal 2011,2011-07-13
mark_plotkin_what_the_people_of_the_amazon_know_that_you_don_t,1479843,TEDGlobal 2014,2014-10-10
mark_raymond_victims_of_the_city,143621,TEDxPortofSpain,2011-11-11
mark_ronson_how_sampling_transformed_music,3342006,TED2014,2014-03-17
mark_roth_suspended_animation,712217,TED2010,2010-02-02
mark_shaw_one_very_dry_demo,1573640,TED2013,2013-02-28
markham_nolan_how_to_separate_fact_and_fiction_online,1264014,TEDSalon London Fall 2012,2012-11-07
marla_spivak_why_bees_are_disappearing,2498231,TEDGlobal 2013,2013-06-12
marlene_zuk_what_we_learn_from_insects_kinky_sex_lives,1461496,TEDWomen 2015,2015-05-28
marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform,1075301,TED Residency,2016-12-13
martin_ford_how_we_ll_earn_money_in_a_future_without_jobs,1574474,TED2017,2017-04-24
martin_hanczyc_the_line_between_life_and_not_life,735358,TEDSalon London Spring 2011,2011-05-18
martin_jacques_understanding_the_rise_of_china,2449230,TEDSalon London 2010,2010-10-10
martin_pistorius_how_my_mind_came_back_to_life_and_no_one_knew,2156815,TEDxKC,2015-08-29
martin_rees_asks_is_this_our_final_century,2157211,TEDGlobal 2005,2005-07-14
martin_rees_can_we_prevent_the_end_of_the_world,1229393,TED2014,2014-03-13
martin_reeves_how_to_build_a_business_that_lasts_100_years,1786378,TED@BCG Paris,2016-05-18
martin_seligman_on_the_state_of_psychology,4336927,TED2004,2004-02-02
martin_villeneuve_how_i_made_an_impossible_film,955649,TED2013,2013-02-27
martina_flor_the_secret_language_of_letter_design,292823,TEDxRiodelaPlata,2016-10-22
martine_rothblatt_my_daughter_my_wife_our_robot_and_the_quest_for_immortality,1346553,TED2015,2015-03-18
marvin_minsky_on_health_and_the_human_mind,522447,TED2003,2003-02-02
marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war,905981,TEDSummit,2016-06-26
mary_bassett_why_your_doctor_should_care_about_social_justice,1092634,TEDMED 2015,2015-11-18
mary_lou_jepsen_could_future_devices_read_images_from_our_brains,942955,TED2013,2013-03-12
mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen,1079050,TED2016,2016-02-17
mary_roach_10_things_you_didn_t_know_about_orgasm,22706724,TED2009,2009-02-06
mary_robinson_why_climate_change_is_a_threat_to_human_rights,1157287,TEDWomen 2015,2015-05-28
maryn_mckenna_what_do_we_do_when_antibiotics_don_t_work_any_more,1569864,TED2015,2015-03-25
massimo_banzi_how_arduino_is_open_sourcing_imagination,1813913,TEDGlobal 2012,2012-06-26
mathias_jud_art_that_lets_you_talk_back_to_nsa_spies,963859,TEDGlobal>London,2015-09-29
mathieu_lehanneur_demos_science_inspired_design,435804,TEDGlobal 2009,2009-07-23
matilda_ho_the_future_of_good_food_in_china,914443,TED2017,2017-04-24
matt_cutts_try_something_new_for_30_days,9248811,TED2011,2011-03-03
matt_kenyon_how_i_snuck_a_memorial_for_iraqi_civilians_into_the_us_government,835688,TED2015,2015-03-17
matt_killingsworth_want_to_be_happier_stay_in_the_moment,2802255,TEDxCambridge,2011-11-11
matt_mills_image_recognition_that_triggers_augmented_reality,2634057,TEDGlobal 2012,2012-06-26
matt_ridley_when_ideas_have_sex,2184201,TEDGlobal 2010,2010-07-13
matt_weinstein_what_bernie_madoff_couldn_t_steal_from_me,151724,AORN Congress,2009-03-14
matthew_carter_my_life_in_typefaces,1125051,TED2014,2014-03-18
matthew_childs_9_rules_of_rock_climbing,755602,TED2009,2009-02-05
matthew_o_reilly_am_i_dying_the_honest_answer,1977741,TED@NYC,2014-07-08
matthew_white_gives_the_euphonium_a_new_voice,790680,TEDGlobal 2009,2009-07-23
matthew_williams_special_olympics_let_me_be_myself_a_champion,1090029,TEDxVancouver,2015-11-14
matthieu_ricard_how_to_let_altruism_be_your_guide,1856688,TEDGlobal 2014,2014-10-17
matthieu_ricard_on_the_habits_of_happiness,7538252,TED2004,2004-02-02
maurice_conti_the_incredible_inventions_of_intuitive_ai,3245773,TEDxPortland,2016-04-09
maurizio_seracini_the_secret_lives_of_paintings,732456,TEDGlobal 2012,2012-06-29
max_little_a_test_for_parkinson_s_with_a_phone_call,1085940,TEDGlobal 2012,2012-06-26
may_el_khalil_making_peace_is_a_marathon,5198112,TEDGlobal 2013,2013-06-22
maya_beiser_s_and_her_cello_s,936697,TED2011,2011-03-02
maya_penn_meet_a_young_entrepreneur_cartoonist_designer_activist,1488565,TEDWomen 2013,2013-12-05
maysoon_zayid_i_got_99_problems_palsy_is_just_one,9242016,TEDWomen 2013,2013-12-04
maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar,9014494,TEDxSummit,2012-04-22
maz_jobrani_make_jokes_not_bombs,4821299,TEDGlobal 2010,2010-07-16
mckenna_pope_want_to_be_an_activist_start_with_your_toys,931507,TEDYouth 2013,2013-11-23
meaghan_ramsey_why_thinking_you_re_ugly_is_bad_for_you,3730236,TED@Unilever,2014-09-17
mechai_viravaidya_how_mr_condom_made_thailand_a_better_place,1071496,TEDxChange,2010-09-20
meera_vijayann_find_your_voice_against_gender_violence,911709,TEDxHousesOfParliament,2014-06-27
meg_jay_why_30_is_not_the_new_20,9166198,TED2013,2013-02-28
megan_kamerick_women_should_represent_women_in_media,304472,TEDxABQ,2011-09-10
megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left,5158284,TEDNYC,2017-02-15
megan_washington_why_i_live_in_mortal_dread_of_public_speaking,1710875,TEDxSydney,2014-04-26
mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention,2181371,TED2017,2017-04-24
mei_lin_neo_the_fascinating_secret_lives_of_giant_clams,987570,TED2017,2017-04-24
meklit_hadero_the_unexpected_beauty_of_everyday_sounds,1020373,TED Fellows Retreat 2015,2015-08-28
melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali,1276571,TEDGlobal>London,2015-09-29
melinda_french_gates_what_nonprofits_can_learn_from_coca_cola,1220106,TEDxChange,2010-09-20
melinda_gates_let_s_put_birth_control_back_on_the_agenda,1156683,TEDxChange,2012-04-05
melissa_fleming_a_boat_carrying_500_refugees_sunk_at_sea_the_story_of_two_survivors,1527153,TEDxThessaloniki,2015-05-23
melissa_fleming_let_s_help_refugees_thrive_not_just_survive,1150251,TEDGlobal 2014,2014-10-08
melissa_garren_the_sea_we_ve_hardly_seen,175026,TEDxMonterey,2012-04-18
melissa_marshall_talk_nerdy_to_me,2165891,TEDGlobal 2012,2012-06-26
melissa_walker_art_can_heal_ptsd_s_invisible_wounds,856610,TEDMED 2015,2015-11-18
mellody_hobson_color_blind_or_color_brave,2280664,TED2014,2014-03-20
melvin_russell_i_love_being_a_police_officer_but_we_need_reform,1010744,TEDxMidAtlantic,2015-09-25
memory_banda_a_warrior_s_cry_against_child_marriage,1264425,TEDWomen 2015,2015-05-29
mena_trott_tours_her_blog_world,526733,TED2006,2006-02-23
meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset,1628873,TED2016,2016-02-17
mia_birdsong_the_story_we_tell_about_poverty_isn_t_true,1645954,TEDWomen 2015,2015-05-29
michael_anti_behind_the_great_firewall_of_china,1457516,TEDGlobal 2012,2012-06-29
michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger,561211,TEDxDeExtinction,2013-03-15
michael_bierut_how_to_design_a_library_that_makes_kids_want_to_read,1499351,TEDNYC,2017-03-08
michael_bodekaer_this_virtual_lab_will_revolutionize_science_class,1182442,TEDxCERN,2015-10-09
michael_botticelli_addiction_is_a_disease_we_should_treat_it_like_one,1334520,TEDxMidAtlantic,2016-10-21
michael_dickinson_how_a_fly_flies,1607577,TEDxCaltech,2013-01-18
michael_green_how_we_can_make_the_world_a_better_place_by_2030,1209320,TEDGlobal>London,2015-09-29
michael_green_what_the_social_progress_index_can_reveal_about_your_country,1152412,TEDGlobal 2014,2014-10-08
michael_green_why_we_should_build_wooden_skyscrapers,1231583,TED2013,2013-02-27
michael_hansmeyer_building_unimaginable_shapes,875726,TEDGlobal 2012,2012-06-27
michael_kimmel_why_gender_equality_is_good_for_everyone_men_included,1546040,TEDWomen 2015,2015-05-29
michael_mcdaniel_cheap_effective_shelter_for_disaster_relief,279106,TEDxAustin,2012-02-11
michael_merzenich_on_the_elastic_brain,1269731,TED2004,2004-02-28
michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change,1201432,TED@State Street Boston,2015-11-03
michael_metcalfe_we_need_money_for_aid_so_let_s_print_it,762887,TED@State Street Boston,2013-11-06
michael_moschen_juggles_rhythm_and_motion,953484,TED2002,2002-03-03
michael_murphy_architecture_that_s_built_to_heal,1231084,TED2016,2016-02-17
michael_nielsen_open_science_now,141300,TEDxWaterloo,2011-03-03
michael_norton_how_to_buy_happiness,3644310,TEDxCambridge,2011-11-18
michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth,1450432,TED2017,2017-04-24
michael_pawlyn_using_nature_s_genius_in_architecture,1773513,TEDSalon London 2010,2010-11-10
michael_pollan_gives_a_plant_s_eye_view,1403976,TED2007,2007-03-03
michael_porter_why_business_can_be_good_at_solving_social_problems,1638523,TEDGlobal 2013,2013-06-14
michael_pritchard_invents_a_water_filter,3677311,TEDGlobal 2009,2009-07-22
michael_rubinstein_see_invisible_motion_hear_silent_sounds_cool_creepy_we_can_t_decide,1978311,TEDxBeaconStreet,2014-11-13
michael_sandel_the_lost_art_of_democratic_debate,1186951,TED2010,2010-02-11
michael_sandel_what_s_the_right_thing_to_do,402723,Justice with Michael Sandel,2005-09-01
michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life,1725687,TEDGlobal 2013,2013-06-14
michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment,1226913,TEDSummit,2016-06-28
michael_shermer_on_believing_strange_things,5471978,TED2006,2006-02-23
michael_shermer_the_pattern_behind_self_deception,2472430,TED2010,2010-02-10
michael_specter_the_danger_of_science_denial,1857614,TED2010,2010-02-11
michael_tilson_thomas_music_and_emotion_through_time,1322070,TED2012,2012-03-01
michel_laberge_how_synchronized_hammer_strikes_could_generate_nuclear_fusion,1052355,TED2014,2014-03-20
michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness,1329448,TEDWomen 2016,2016-10-26
michelle_borkin_can_astronomers_help_doctors,165007,TEDxBoston 2011,2011-06-28
michelle_obama,1052835,Elizabeth G. Anderson School,2009-04-04
mick_cornett_how_an_obese_town_lost_a_million_pounds,1555773,TEDMED 2013,2013-04-08
mick_ebeling_the_invention_that_unlocked_a_locked_in_artist,952348,TEDActive 2011,2011-03-03
mick_mountz_the_hidden_world_of_box_packing,285028,TEDxBoston 2011,2011-06-28
miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really,1244200,TEDMED 2012,2012-04-11
miguel_nicolelis_brain_to_brain_communication_has_arrived_how_we_did_it,1321776,TEDGlobal 2014,2014-10-15
mihaly_csikszentmihalyi_on_flow,4250422,TED2004,2004-02-29
miho_janvier_lessons_from_a_solar_storm_chaser,666259,TEDGlobal 2017,2017-08-27
mike_biddle,992950,TEDGlobal 2011,2011-07-14
mike_kinney_a_pro_wrestler_s_guide_to_confidence,912478,TED@UPS,2017-07-20
mike_matas,1520268,TED2011,2011-03-02
mike_rowe_celebrates_dirty_jobs,4570356,EG 2008,2008-12-12
mike_velings_the_case_for_fish_farming,1200848,Mission Blue II,2015-10-10
mikko_hypponen_fighting_viruses_defending_the_net,1678303,TEDGlobal 2011,2011-07-14
mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act,1556092,TEDxBrussels,2013-10-28
mikko_hypponen_three_types_of_online_attack,966964,TEDxBrussels,2011-11-17
mileha_soneji_simple_hacks_for_life_with_parkinson_s,891216,TEDxDelft,2015-02-27
milton_glaser_on_using_design_to_make_ideas_new,397952,TED1998,1998-02-02
mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer,1007991,TEDGlobal 2012,2012-06-29
miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help,839099,TEDWomen 2016,2016-10-26
miru_kim_s_underground_art,590062,EG 2008,2008-12-12
misha_glenny_hire_the_hackers,1283819,TEDGlobal 2011,2011-07-13
misha_glenny_investigates_global_crime_networks,926251,TEDGlobal 2009,2009-07-23
mitch_resnick_let_s_teach_kids_to_code,1813610,TEDxBeaconStreet,2012-11-17
mitchell_besser_mothers_helping_mothers_fight_hiv,240842,TEDGlobal 2010,2010-07-15
mitchell_joachim_don_t_build_your_home_grow_it,1368267,TED2010,2010-02-12
miwa_matreyek_s_glorious_visions,840906,TEDGlobal 2010,2010-07-14
mohamed_ali_the_link_between_unemployment_and_terrorism,1027962,TEDCity2.0,2013-09-20
mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis,627032,TEDxUdeM,2013-10-03
molly_crockett_beware_neuro_bunk,1215162,TEDSalon London Fall 2012,2012-11-07
molly_stevens_a_new_way_to_grow_bone,1201289,TEDGlobal 2013,2013-06-27
molly_winter_the_taboo_secret_to_healthier_plants_and_people,1596640,TEDxBend,2016-04-23
mona_chalabi_3_ways_to_spot_a_bad_statistic,1510166,TEDNYC,2017-02-15
monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels,1063101,TEDSummit,2016-06-29
monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram,892314,TED2016,2016-02-18
monica_lewinsky_the_price_of_shame,12059127,TED2015,2015-03-19
monika_bulaj_the_hidden_light_of_afghanistan,567702,TEDGlobal 2011,2011-07-12
morgana_bailey_the_danger_of_hiding_who_you_are,2683162,TED@State Street London,2014-11-20
morley_sings_women_of_hope,315730,TEDxWomen 2011,2011-12-01
moshe_safdie_how_to_reinvent_the_apartment_building,1640309,TED2014,2014-03-19
moshe_safdie_on_building_uniqueness,553876,TED2002,2002-03-03
moshe_szyf_how_early_life_experience_is_written_into_dna,1202545,TEDxBratislava,2016-07-03
mother_and_daughter_doctor_heroes_hawa_abdi_deqo_mohamed,355897,TEDWomen 2010,2010-12-08
mundano_pimp_my_trash_cart,975887,TEDGlobal 2014,2014-10-06
munir_virani_why_i_love_vultures,939774,TED@Nairobi,2012-05-05
murray_gell_mann_on_beauty_and_truth_in_physics,1203259,TED2007,2007-03-03
murray_gell_mann_on_the_ancestor_of_language,807168,TED2007,2007-03-03
mustafa_akyol_faith_versus_tradition_in_islam,1133298,TEDxWarwick,2011-03-03
myriam_sidibe_the_simple_power_of_hand_washing,1035586,TED@Unilever,2014-09-10
nabila_alibhai_why_people_of_different_faiths_are_painting_their_houses_of_worship_yellow,966608,TEDGlobal 2017,2017-08-27
nadia_al_sakkaf_see_yemen_through_my_eyes,507325,TEDGlobal 2011,2011-07-13
nadia_lopez_why_open_a_school_to_close_a_prison,1064906,TED Talks Live,2015-11-02
nadine_burke_harris_how_childhood_trauma_affects_health_across_a_lifetime,3439551,TEDMED 2014,2014-09-10
nadine_hachach_haram_how_augmented_reality_could_change_the_future_of_surgery,833503,TEDWomen 2017,2017-11-01
nagin_cox_what_time_is_it_on_mars,1522871,TEDxBeaconStreet,2016-11-19
naif_al_mutawa_superheroes_inspired_by_islam,830778,TEDGlobal 2010,2010-07-13
nalini_nadkani_on_conserving_the_canopy,415107,TED2009,2009-02-06
nalini_nadkarni_life_science_in_prison,440879,TED2010,2010-02-11
nancy_duarte_the_secret_structure_of_great_talks,1298718,TEDxEast,2011-11-11
nancy_etcoff_on_happiness_and_why_we_want_it,1671288,TED2004,2004-02-02
nancy_frates_why_my_family_started_the_als_ice_bucket_challenge_the_rest_is_history,1015740,TEDxBoston,2014-10-02
nancy_kanwisher_the_brain_is_a_swiss_army_knife,1115248,TED2014,2014-03-14
nancy_lublin_texting_that_saves_lives,995823,TED2012,2012-02-29
nancy_lublin_the_heartbreaking_text_that_inspired_a_crisis_help_line,805646,TEDWomen 2015,2015-05-27
nandan_nilekani_s_ideas_for_india_s_future,810721,TED2009,2009-02-04
naomi_klein_addicted_to_risk,913666,TEDWomen 2010,2010-12-08
naomi_mcdougall_jones_what_it_s_like_to_be_a_woman_in_hollywood,964350,TEDxBeaconStreet,2016-11-19
naomi_oreskes_why_we_should_believe_in_science,1109208,TEDSalon NY2014,2014-05-22
natalie_jeremijenko_the_art_of_the_eco_mindshift,418536,Business Innovation Factory,2009-10-09
natalie_macmaster_and_donnell_leahy_play_the_cape_breton_fiddle,1101528,TED2003,2003-02-02
natalie_macmaster_fiddles_in_reel_time,726118,TED2002,2002-02-02
natalie_merchant_sings_old_poems_to_life,872524,TED2010,2010-02-12
natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth,994293,TEDxToronto,2015-10-22
natalie_warne_being_young_and_making_an_impact,596045,TEDxTeen,2011-04-02
natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies,1037364,TEDxPerth,2016-10-14
natasha_tsakos_multimedia_theatrical_adventure,395147,TED2009,2009-02-06
nate_garvis_change_our_culture_change_our_world,129891,TEDxTC,2010-10-13
nate_silver_on_race_and_politics,435658,TED2009,2009-02-07
nathalie_cabrol_how_mars_might_hold_the_secret_to_the_origin_of_life,1151186,TED2015,2015-03-17
nathalie_miebach,737506,TEDGlobal 2011,2011-07-11
nathan_myhrvold_could_this_laser_zap_malaria,859078,TED2010,2010-02-12
nathan_myhrvold_cut_your_food_in_half,1408985,TED2011,2011-03-03
nathan_myhrvold_on_archeology_animal_photography_bbq,458404,TED2007,2007-03-03
nathan_wolfe_hunts_for_the_next_aids,1093586,TED2009,2009-02-05
nathan_wolfe_what_s_left_to_explore,886231,TED2012,2012-02-27
nathaniel_kahn_on_my_architect,343864,TED2002,2002-02-02
natsai_audrey_chieza_fashion_has_a_pollution_problem_can_biology_fix_it,764813,TED@BCG Milan,2017-10-04
naturally_7_jams_fly_baby_with_an_orchestra_of_vocals,1507082,TED2009,2009-02-04
navi_radjou_creative_problem_solving_in_the_face_of_extreme_limits,1638378,TEDGlobal 2014,2014-10-09
negin_farsad_a_highly_scientific_taxonomy_of_haters,1261170,TED2016,2016-02-15
neha_narula_the_future_of_money,1969632,TED@BCG Paris,2016-05-18
neil_burgess_how_your_brain_tells_you_where_you_are,1236632,TEDSalon London Spring 2011,2011-11-11
neil_gershenfeld_on_fab_labs,715363,TED2006,2006-02-02
neil_harbisson_i_listen_to_color,2553540,TEDGlobal 2012,2012-06-27
neil_macgregor_2600_years_of_history_in_one_object,1007308,TEDGlobal 2011,2011-07-13
neil_pasricha_the_3_a_s_of_awesome,2904462,TEDxToronto 2010,2010-09-30
neil_turok_makes_his_ted_prize_wish,482594,TED2008,2008-02-28
nellie_mckay_sings_clonie_1,700733,TED2008,2008-02-29
nellie_mckay_sings_feminists_and_if_i_had_you,1032383,TED2008,2008-02-02
nellie_mckay_sings_the_dog_song,697764,TED2008,2008-02-02
neri_oxman_design_at_the_intersection_of_technology_and_biology,1653511,TED2015,2015-03-19
newton_aduaka_tells_the_story_of_ezra,339413,TEDGlobal 2007,2007-06-06
ngozi_okonjo_iweala_how_africa_can_keep_rising,811382,TEDSummit,2016-06-27
ngozi_okonjo_iweala_on_aid_versus_trade,543537,TEDGlobal 2007,2007-06-07
ngozi_okonjo_iweala_on_doing_business_in_africa,1087433,TED2007,2007-03-03
niall_ferguson_the_6_killer_apps_of_prosperity,1585057,TEDGlobal 2011,2011-07-14
nic_marks_the_happy_planet_index,1677238,TEDGlobal 2010,2010-07-16
nicholas_christakis_how_social_networks_predict_epidemics,577572,TED@Cannes,2010-06-21
nicholas_christakis_the_hidden_influence_of_social_networks,1368848,TED2010,2010-02-12
nicholas_negroponte_a_30_year_history_of_the_future,1902719,TED2014,2014-03-19
nicholas_negroponte_in_1984_makes_5_predictions,988042,TED1984,1984-02-02
nicholas_negroponte_on_one_laptop_per_child,377169,TED2006,2006-02-23
nicholas_negroponte_on_one_laptop_per_child_two_years_on,405955,EG 2007,2007-12-12
nicholas_negroponte_takes_olpc_to_colombia,365981,TED in the Field,2008-12-04
nick_bostrom_on_our_biggest_problems,786352,TEDGlobal 2005,2005-07-14
nick_bostrom_what_happens_when_our_computers_get_smarter_than_we_are,3086547,TED2015,2015-03-18
nick_hanauer_beware_fellow_plutocrats_the_pitchforks_are_coming,1727989,TEDSalon NY2014,2014-08-06
nick_sears_demos_the_orb,460031,TED2007,2007-03-03
nick_veasey_exposing_the_invisible_1,1791447,TEDGlobal 2009,2009-07-24
nicolas_perony_puppies_now_that_i_ve_got_your_attention_complexity_theory,974669,TEDxZurich 2013,2013-10-03
nicole_paris_and_ed_cage_a_beatboxing_lesson_from_a_father_daughter_duo,3254179,TEDYouth 2015,2015-11-14
niels_diffrient_rethinks_the_way_we_sit_at_work,559878,TED2002,2002-02-02
nigel_marsh_how_to_make_work_life_balance_work,3932789,TEDxSydney,2010-05-28
niki_okuk_when_workers_own_companies_the_economy_is_more_resilient,1031557,TEDxCrenshaw,2016-10-08
nikki_webber_allen_don_t_suffer_from_your_depression_in_silence,1437160,TED Residency,2017-06-06
nikolai_begg_a_tool_to_fix_one_of_the_most_dangerous_moments_in_surgery,1342495,TEDxBeaconStreet,2013-11-12
nilofer_merchant_got_a_meeting_take_a_walk,2846614,TED2013,2013-02-26
nina_fedoroff_a_secret_weapon_against_zika_and_other_mosquito_borne_diseases,953162,TEDxMidAtlantic,2016-10-21
nina_jablonski_breaks_the_illusion_of_skin_color,1025768,TED2009,2009-02-05
nina_tandon_caring_for_cells,494243,TED2011,2011-03-02
